bin,presentation_score
,0.0
0.0,0.0
0.001001001001001001,0.0
0.002002002002002002,0.0
0.003003003003003003,0.7133967391304348
0.004004004004004004,37.25532608695652
0.005005005005005005,53.775326086956525
0.006006006006006006,62.64095108695653
0.007007007007007007,68.35682065217392
0.008008008008008008,72.38260869565218
0.009009009009009009,75.42076086956523
0.01001001001001001,77.80769021739131
0.011011011011011011,79.7677445652174
0.012012012012012012,81.38201086956522
0.013013013013013013,82.69440217391305
0.014014014014014014,83.84244565217392
0.015015015015015015,84.83904891304348
0.016016016016016016,85.72296195652174
0.017017017017017015,86.49910326086957
0.018018018018018018,87.19453804347827
0.01901901901901902,87.81277173913045
0.02002002002002002,88.3696739130435
0.02102102102102102,88.88421195652175
0.022022022022022022,89.34415760869567
0.023023023023023025,89.76801630434784
0.024024024024024024,90.15054347826089
0.025025025025025023,90.50576086956524
0.026026026026026026,90.84464673913045
0.02702702702702703,91.16070652173914
0.028028028028028028,91.4546739130435
0.029029029029029027,91.73078804347827
0.03003003003003003,91.98434782608696
0.031031031031031032,92.22190217391305
0.03203203203203203,92.4417391304348
0.03303303303303303,92.65198369565219
0.03403403403403403,92.85293478260871
0.035035035035035036,93.03720108695654
0.036036036036036036,93.20739130434785
0.037037037037037035,93.36869565217394
0.03803803803803804,93.52084239130437
0.03903903903903904,93.67290760869568
0.04004004004004004,93.81586956521743
0.04104104104104104,93.95209239130438
0.04204204204204204,94.08625000000004
0.043043043043043044,94.21192934782613
0.044044044044044044,94.32812500000004
0.04504504504504504,94.44505434782613
0.04604604604604605,94.55057065217396
0.04704704704704705,94.65331521739135
0.04804804804804805,94.75222826086961
0.04904904904904905,94.8507880434783
0.050050050050050046,94.94595108695657
0.05105105105105105,95.03135869565222
0.05205205205205205,95.11258152173917
0.05305305305305305,95.19290760869569
0.05405405405405406,95.26779891304352
0.055055055055055056,95.34241847826091
0.056056056056056056,95.41426630434786
0.057057057057057055,95.4807336956522
0.058058058058058054,95.54540760869568
0.05905905905905906,95.60807065217395
0.06006006006006006,95.67040760869568
0.06106106106106106,95.72883152173917
0.062062062062062065,95.78652173913048
0.06306306306306306,95.84288043478266
0.06406406406406406,95.89798913043484
0.06506506506506507,95.9520923913044
0.06606606606606606,96.00309782608701
0.06706706706706707,96.05375000000006
0.06806806806806806,96.10135869565224
0.06906906906906907,96.14747282608703
0.07007007007007007,96.19255434782616
0.07107107107107107,96.23540760869572
0.07207207207207207,96.2798913043479
0.07307307307307308,96.32057065217398
0.07407407407407407,96.36081521739138
0.07507507507507508,96.4005163043479
0.07607607607607608,96.43730978260878
0.07707707707707707,96.473070652174
0.07807807807807808,96.51239130434791
0.07907907907907907,96.54551630434791
0.08008008008008008,96.57812500000009
0.08108108108108109,96.61021739130443
0.08208208208208208,96.64122282608704
0.08308308308308308,96.67342391304356
0.08408408408408408,96.70320652173922
0.08508508508508508,96.73380434782618
0.08608608608608609,96.76125000000009
0.08708708708708708,96.78796195652183
0.08808808808808809,96.81548913043487
0.0890890890890891,96.84114130434791
0.09009009009009009,96.86736413043486
0.09109109109109109,96.8934510869566
0.0920920920920921,96.91736413043486
0.09309309309309309,96.94048913043486
0.0940940940940941,96.96271739130442
0.09509509509509509,96.98627717391312
0.0960960960960961,97.00831521739138
0.0970970970970971,97.02934782608703
0.0980980980980981,97.04885869565226
0.0990990990990991,97.069320652174
0.10010010010010009,97.08942934782617
0.1011011011011011,97.10934782608703
0.1021021021021021,97.12929347826095
0.1031031031031031,97.14847826086964
0.1041041041041041,97.16709239130442
0.10510510510510511,97.1861413043479
0.1061061061061061,97.20456521739138
0.10710710710710711,97.22154891304355
0.10810810810810811,97.23994565217399
0.1091091091091091,97.25850543478268
0.11011011011011011,97.27543478260877
0.1111111111111111,97.29171195652181
0.11211211211211211,97.30774456521746
0.11311311311311312,97.32304347826094
0.11411411411411411,97.33937500000008
0.11511511511511512,97.35342391304356
0.11611611611611611,97.36853260869573
0.11711711711711711,97.38266304347835
0.11811811811811812,97.39823369565225
0.11911911911911911,97.41247282608704
0.12012012012012012,97.42717391304356
0.12112112112112113,97.44250000000008
0.12212212212212212,97.45635869565226
0.12312312312312312,97.46986413043487
0.12412412412412413,97.4833152173914
0.12512512512512514,97.4964402173914
0.12612612612612611,97.51086956521748
0.12712712712712712,97.52271739130443
0.12812812812812813,97.53673913043487
0.12912912912912913,97.54986413043487
0.13013013013013014,97.56241847826095
0.13113113113113112,97.57399456521748
0.13213213213213212,97.58654891304356
0.13313313313313313,97.59771739130443
0.13413413413413414,97.60967391304357
0.13513513513513514,97.62149456521747
0.13613613613613612,97.63296195652183
0.13713713713713713,97.64323369565226
0.13813813813813813,97.65453804347834
0.13913913913913914,97.66548913043486
0.14014014014014015,97.67635869565225
0.14114114114114115,97.68766304347834
0.14214214214214213,97.69815217391312
0.14314314314314314,97.70798913043485
0.14414414414414414,97.71817934782615
0.14514514514514515,97.72899456521746
0.14614614614614616,97.73894021739137
0.14714714714714713,97.7485869565218
0.14814814814814814,97.75847826086964
0.14914914914914915,97.76839673913051
0.15015015015015015,97.77785326086963
0.15115115115115116,97.78815217391312
0.15215215215215216,97.79774456521747
0.15315315315315314,97.80766304347834
0.15415415415415415,97.81703804347835
0.15515515515515516,97.82660326086965
0.15615615615615616,97.8355163043479
0.15715715715715717,97.84505434782616
0.15815815815815815,97.85366847826094
0.15915915915915915,97.86203804347834
0.16016016016016016,97.87065217391311
0.16116116116116116,97.87994565217399
0.16216216216216217,97.88866847826094
0.16316316316316315,97.89663043478268
